product,name,description,flowerydescription,availability,sku,price
rockpool-starfish-cuff,Rockpool Starfish Cuff,"Unique Bracelet in Yellow Gold with 79, 4-9mm Multi Keshi Baroque South Sea Pearls, 1,354 White Diamonds, 924 Yellow Diamonds, 6 Blue Sapphires and 7 Demantoid Garnets.
This exceptional piece was created over four annual harvests, using a special selection of gem-quality keshi pearls. The graduation of pearl colour from white to gold is meticulously echoed with each diamond-encrusted starfish.
Please contact our Personal Shopper for more details.",NA,NA,X17B16YKQ09,"$218,000.00"
rockpool-tanzanite-bracelet,Rockpool Tanzanite Bracelet,"Unique Bracelet in Platinum with twenty-eight, four 8mm Keshi Baroque Australian South Sea Pearls, four Tanzanite, 602 White Diamonds and 50 Amethyst .
Combining exceptional pieces selected from Paspaley's collection of rare cultured pearls with deep blue tanzanite and sparkling diamonds, this piece reflects the mysterious depths of the sea.
Please contact our Personal Shopper for more details.",NA,NA,X17B12PKQ08,"$128,000.00"
rockpool-tanzanite-collier,Rockpool Tanzanite Collier,"Unique Collier in Platinum with 70, 4-6mm Keshi Baroque South Sea Australian Pearls, 10 Tanzanite, 1904 White Diamonds and 131 Amethyst.
Combining exceptional pieces selected from Paspaley's collection of rare cultured pearls with deep blue tanzanite and sparkling diamonds, this piece reflects the mysterious depths of the sea.
Please contact our Personal Shopper for more details.",NA,NA,X17N11PKQ06,"$258,000.00"
rockpool-tourmaline-collier,Rockpool Tourmaline Collier,"Unique Collier in Platinum with 83, 4-10mm Keshi Baroque Australian South Sea Pearls, 31 Aquamarine & Tourmalines and 87 White Diamonds .Mimicking peaceful rock pools, these designs feature rare aquamarine and tourmalines, combined with luminous Paspaley Keshi pearls. Please contact our Personal Shopper for more details.",NA,NA,X17N12PKQ10,"$178,000.00"
rockpool-unique-earrings,Rockpool Unique Earrings,"Unique Earrings in Platinum with two, 13mm Keshi Baroque Australian South Sea Pearls, 354 White Diamonds and 68 Amethyst.
Featuring Paspaley keshi pearls, the depth of the Kimberley waters is reflected in the graduating hues of violet and deep blue, combining Tanzanite with sparkling machine cut Amethysts and diamonds.",NA,NA,X17E14PKQ13,"$46,800.00"
rockpool-unique-ring,Rockpool Unique Ring,"Unique Ring in Platinum with one, 12mm Keshi Baroque Australian South Sea Pearl, 153 White Diamonds and 23 Amethyst.
Featuring Paspaley keshi pearls, the depth of the Kimberley waters is reflected in the graduating hues of violet and deep blue, combining Tanzanite with sparkling machine cut Amethysts and diamonds.",NA,NA,X17R12PKQ12,"$24,800.00"
rose-gold-grace-earrings-rose-gold,Rose Gold Grace Earrings,"Paspaley Australian South Sea pearl earrings featuring two 11mm round pearls set in 750 rose gold with two white diamonds, total 0.20 carats.These luxurious earrings have a timeless appeal. Luminous round pearls are accentuated by sparkling diamonds on a simple hook crafted from yellow gold for a subtle touch of glamour.",NA,NA,C00E44RPR11,"$5,980.00"
rose-gold-halo-pendant,Rose Gold Halo Pendant,"Paspaley Australian South Sea pearl pendant featuring one 14mm round pearl set in 750 rose gold with eighteen white diamonds, total 0.39 carats. Chain available separately.The clean uncomplicated style of this pendant works in balance with the bold volume of the pearl, while the removable channel set gold coin adds versatility and makes this pendant the perfect adornment for minimalist style.",NA,NA,C12P01RPR14,"$6,450.00"
round-pearl-opera-strand,Round Pearl Opera Strand,"Paspaley Australian South Sea pearl strand featuring fifty-six 15-17mm round pearls. 88cm opera length strand identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.The dramatic appeal and beautiful symmetry of a meticulously matched perfect round opera length pearl strand is a powerful expression of style.",NA,NA,SOPR1517001,"Starting from 
          
            .rows-of-two .righty{
              width: 100%; margin-top: 15px;
            }
          
          
           $282,000.00"
round-pearl-strand,Round Pearl Strand,"Paspaley Australian South Sea pearl strand featuring thirty-two 13-15mm round pearls. 46cm princess length strand identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.The traditional appeal and beautiful symmetry of a meticulously matched perfect round pearl strand is the eternal foundation of any fine jewellery collection. A unique clasp mechanism enables you to instantaneously personalise this strand with any one of Paspaley's jewelled interchangeable clasps.",NA,NA,SPPR1315004,"Starting from 
          
            .rows-of-two .righty{
              width: 100%; margin-top: 15px;
            }
          
          
           $92,800.00"
round-pearl-studs,Round Pearl Studs,"Paspaley Australian South Sea pearl ear studs featuring two 10mm round pearls set in 750 yellow gold.The must have jewellery accessory for the perfectionist, these pearl studs are the epitome of classic style and can be worn with confidence on any occasion.",NA,NA,C00E41YPR10,"$2,880.00"
round-pearl-swap,Round Pearl Swap,Paspaley Australian South Sea pearl swap featuring one 15mm round pearl with 750 yellow gold mechanism.The perfect symmetry of a single round pearl worn with an interchangeable nitrile chord or cascade will instantly transform a casual look to express perfectionist style. Nitrile chord and cascades available separately.,NA,NA,C00L01YPR15,"$7,480.00"
touchstone-black-diamond-2,Touchstone Black Diamond,"Paspaley Touchstone earrings featuring two, 11mm oval Australian South Sea pearls set in 750 white gold with twenty-two black diamonds (0.77ct) and two white diamonds (0.07ct)Introducing the Touchstone Black Diamond collection, a stunning contrast between smooth Australian South Sea pearls and inverted black diamonds. The perfect gift for you or someone special.",NA,NA,V16E02WPO11,"$6,280.00"
touchstone-black-diamond-5,Touchstone Black Diamond,"Australian South Sea pearl bracelet featuring five, 11mm oval Australian South Sea pearls set in 750 white gold with one hundred black diamonds (0.80ct) and twelve white diamonds (0.03ct)Introducing the Touchstone Black Diamond collection, a stunning contrast between smooth Australian South Sea pearls and inverted black diamonds. The perfect gift for you or someone special.",NA,NA,V16B02WPO11,"$9,680.00"
touchstone-black-diamond-7,Touchstone Black Diamond,"Paspaley Touchstone necklace featuring seven, 12mm Australian South Sea oval pearls set in 750 white gold with one hundred and fourty black Diamonds (1.21ct) and twelve white diamonds (0.03ct)Introducing the Touchstone Black Diamond collection, a stunning contrast between smooth Australian South Sea pearls and inverted black diamonds. The perfect gift for you or someone special.",NA,NA,V16N01WPO12,"$13,800.00"
touchstone-black-diamond-clasp,Touchstone Black Diamond Clasp,"Paspaley Touchstone clasp featuring one hundred and twenty black diamonds (2.40ct) and fourteen white diamonds (0.04ct) set in 750 white goldIntroducing the Touchstone Black Diamond collection, a stunning contrast between smooth Australian South Sea pearls and inverted black diamonds. The perfect gift for you or someone special.",NA,NA,V16L04W,"$8,680.00"
touchstone-black-diamond-ring-13mm,Touchstone Black Diamond Ring,"Paspaley Touchstone ring featuring one, 13mm button Australian South Sea pearl set in 750 white gold with fourty-eight black diamonds (5.46ct) and ninety-six white diamonds (0.41ct)Introducing the Touchstone Black Diamond collection, a stunning contrast between smooth Australian South Sea pearls and inverted black diamonds. The perfect gift for you or someone special.",NA,NA,V16R04WPB13,"$18,800.00"
touchstone-black-diamond-ring-9-10mm,Touchstone Black Diamond Ring,"Paspaley Touchstone ring featuring one, 9-10mm Australian South Sea oval pearl set in 750 white gold with thirty-nine black diamonds (0.48ct)Introducing the Touchstone Black Diamond collection, a stunning contrast between smooth Australian South Sea pearls and inverted black diamonds. The perfect gift for you or someone special.",NA,NA,V16R01WPO09,"$4,980.00"
touchstone-diamond-bracelet,Touchstone Diamond Bracelet,"Paspaley Australian South Sea pearl bracelet featuring five 11mm round pearls set in 750 rose gold with one hundred and twelve white diamonds, total 0.85 carats.This is natural perfection on your wrist pure, luminous pearls surrounded by dazzling white diamonds. Exquisite and understated, this bracelet will take you from day to night.",NA,NA,V14B02RPR11,"$12,300.00"
touchstone-diamond-horseshoe,Touchstone Diamond Horseshoe,"Paspaley Australian South Sea pearl earrings featuring two 13mm round pearls set in 750 rose gold with seventy-eight white diamonds, total 0.94 carats.Luminous pearls with a splash of sparkling light, the pave set inverted gems make these earrings uniquely tactile. Add a hint of understated glamour to daywear or complete an elegant evening look. The pearls are removable for a simple huggie style earring.",NA,NA,V14E03RPR13,"$11,800.00"
touchstone-diamond-necklet,Touchstone Diamond Necklet,"Paspaley Australian South Sea pearl necklace featuring one 13mm round pearl set in 750 rose gold with white diamonds. Adjustable length from 30cm to 60cm.A crown of white diamonds gives a flash of light and a subtle glimmer, offsetting the lustre of the rotating pearl. This is a timeless piece you can wear with anything.",NA,NA,V14N04RPR13,"$4,980.00"
touchstone-diamond-ring,Touchstone Diamond Ring,"Paspaley Touchstone ring featruing one, 9-10mm Australian South Sea oval pearl set in 750 yellow gold with thirty-nine white diamonds (0.48ct)The Touchstone collection provides a striking contrast between the smoothness of the pearl and inverted gemstones in different hues. This ring delicately wraps around the finger highlighting the pearl against the luminous diamonds.",NA,NA,V16R01YPO09,"$5,480.00"
touchstone-diamond-rope,Touchstone Diamond Rope,"Paspaley Australian South Sea pearl necklace featuring twelve 12mm round pearls set in 750 rose gold with two hundred and sixty white diamonds, total 2.39 carats.This necklace combines the elegance of perfectly matched pearls with glimmering white diamonds. Linked by white gold, this is a striking take on a classic. This piece can also be doubled up for a shorter style.",NA,NA,V14N03RPR12,"$42,800.00"
touchstone-diamond-tassel,Touchstone Diamond Tassel,"Paspaley Australian South Sea pearl necklace featuring one 15mm round pearl set in 750 rose gold with seventy-seven white diamonds, total 0.93 carats. Adjustable length from 39cm to 78cm.The warm purity of a free moving pearl is offset by a sparkling halo of white diamonds. More gems on tassels add a bright, eye-catching accent to this classic necklace.",NA,NA,V14N06RPR15,"$16,800.00"
touchstone-jackfruit-clasp,Touchstone Jackfruit Clasp,"Paspaley clasp set in 750 white gold with one hundred and twenty tsavorites, total 2.59 carats and white diamonds.Radiant with pave set tsavorites, the opulence of tropical fruit is brought to life in this jungle-green clasp perfect for adding a suprisingly personal touch to your prize strand of pearls.",NA,NA,V14L04W,"$9,380.00"
touchstone-jungle-green-bracelet,Touchstone Jungle Green Bracelet,"Paspaley Australian South Sea pearl bracelet featuring five 12mm oval pearls set in 750 white gold with one hundred tsavorites total 0.93 carats and white diamonds.This is natural perfection on your wrist pure, luminous pearls surrounded by jungle-green tsavorites and dazzling white diamonds. Exquisite and understated, this bracelet will take you from day to night.",NA,NA,V14B02WPO12,"$9,280.00"
touchstone-jungle-green-drop,Touchstone Jungle Green Drop,"Paspaley Australian South Sea pearl earrings featuring two 12mm oval pearls set in 750 white gold with twenty-two tsavorites total 0.66 carats and white diamonds.The perfect simplicity of matched pearls combined with dazzling green tsavorites and white diamonds, these drop earrings are timelessly elegant with a hint of luxury.",NA,NA,V14E02WPO12,"$5,880.00"
touchstone-jungle-green-necklet,Touchstone Jungle Green Necklet,"Paspaley Australian South Sea pearl necklace featuring one 13mm oval pearl in 750 white gold with ten tsavorites total 0.10 carats and white diamonds. Adjustable length from 30cm to 60cm.A crown of jungle-green tsavorites gives a flash of colour, while the subtle glimmer of diamonds offsets the lustre of the rotating pearl. This is a timeless piece you can wear with anything.",NA,NA,V14N04WPO13,"$3,980.00"
touchstone-jungle-green-ring,Touchstone Jungle Green Ring,"Paspaley Australian South Sea pearl ring featuring one 13mm button pearl in 750 white gold with ninty-six white diamonds and fotry-eight tsavorites, total 4.50 carats and 0.46 carats.Freah and Elegant this ring features hand selected Australian South Sea pearls, white diamonds as well as jungle green tsavorites.",NA,NA,V14R04WPB13,"$18,800.00"
touchstone-jungle-green-rope,Touchstone Jungle Green Rope,"Paspaley Australian South Sea pearl necklace featuring twelve 12mm oval pearls set in 750 white gold with two hundred and seventy-two tsavorites, total 3.48 carats.This necklace combines the elegance of perfectly matched pearls with deep jungle-green tsavorites. Linked by white gold, this is a striking take on a classic. This piece can also be doubled up for a shorter style.",NA,NA,V14N03WPO12,"$29,800.00"
touchstone-jungle-green-tassel,Touchstone Jungle Green Tassel,"Paspaley Australian South Sea pearl necklace featuring one 15mm button pearl set in 750 white gold with fifty-two white diamonds and twenty-five tsavorites, total 0.27 carats and 0.88 carats. Adjustable length from 39cm to 78cm.The warm purity of a free moving pearl is offset by a halo of jungle-green tsavorites. More gems on tassels add a bright, eye-catching accent to this classic necklace.",NA,NA,V14N06WPB15,"$8,680.00"
touchstone-ruby-bracelet,Touchstone Ruby Bracelet,"Paspaley Australian South Sea pearl bracelet featuring five 12mm button pearls set in 750 yellow gold with one hundred rubies total 1.00 carat and white diamonds.This is natural perfection on your wrist pure, luminous pearls surrounded by deep red rubies and dazzling white diamonds. Exquisite and understated, this bracelet will take you from day to night.",NA,NA,V14B02YPB12,"$6,980.00"
touchstone-ruby-drop,Touchstone Ruby Drop,"Paspaley Australian South Sea pearl earrings featuring two 12mm triangle pearls set in 750 yellow gold with twenty-two rubies, total 0.73 carats and white diamonds.The perfect simplicity of matched pearls combined with rich red rubies and white diamonds, these drop earrings are timelessly elegant with a hint of luxury.",NA,NA,V14E02YPT12,"$4,980.00"
touchstone-ruby-necklet,Touchstone Ruby Necklet,"Paspaley Australian South Sea pearl necklace featuring one 13mm triangle pearl set in 750 yellow gold with ten rubies total 0.10 carats and white diamonds. Adjustable length from 30cm to 60cm.A crown of deep red rubies gives a flash of colour, while the subtle glimmer of diamonds offsets the lustre of the rotating pearl. This is a timeless piece you can wear with anything.",NA,NA,V14N04YPT13,"$3,280.00"
touchstone-ruby-rambutan-clasp,Touchstone Ruby Rambutan Clasp,"Paspaley clasp set in 750 yellow gold with one hundred and twenty rubies total 2.72 carats and white diamonds.Radiant with pave set rubies, the opulence of tropical fruit is brought to life in this clasp perfect for adding a suprisingly personal touch to your prize strand of pearls.",NA,NA,V14L04Y,"$9,880.00"
touchstone-ruby-rim-clasp,Touchstone Ruby Rim Clasp,"Paspaley Australian South Sea pearl clasp featuring one 15mm button pearl set in 750 Yellow Gold with twenty-eight rubies, total 0.13 carats.Add your own touch of glamour to a prized strand with this pearl clasp. Its ring of flashing red rubies catches the eye and complements the glowing pearl.",NA,NA,V14L03YPB15,"$4,380.00"
touchstone-ruby-ring-13mm,Touchstone Ruby Ring,"Paspaley Australian South Sea pearl ring featuring one 13mm button pearl in 750 yellow gold with ninty-six white diamonds and fotry-eight rubies, total 5.64 carats and 0.44 carats.Freah and Elegant this ring features hand selected Australian South Sea pearls, white diamonds as well as rubies.",NA,NA,V14R04YPB13,"$18,800.00"
touchstone-ruby-ring-9-10mm,Touchstone Ruby Ring,"Paspaley Touchstone ring featuring one, 9-10mm Australian South Sea oval pearl set in 750 yellow gold with thirty-nine rubies (0.59ct)The Touchstone collection provides a striking contrast between the smoothness of the pearl and inverted gemstones in different hues. This ring delicately wraps around the finger highlighting the pearl against the stunning rubies.",NA,NA,V16R02YPO09,"$4,780.00"
touchstone-ruby-rope,Touchstone Ruby Rope,"Paspaley Australian South Sea pearl necklace featuring twelve 12mm button pearls set in 750 yellow gold with two hundred and seventy-two rubies, total 3.83 carats.This necklace combines the elegance of perfectly matched pearls with the richness of rubies. Linked by white gold, this is a striking take on a classic. This piece can also be doubled up for a shorter style.",NA,NA,V14N03YPB12,"$24,800.00"
touchstone-ruby-tassel,Touchstone Ruby Tassel,"Paspaley Australian South Sea pearl necklace featuring one 13mm triangle pearl set in 750 yellow gold with fifty-two white diamonds and twenty-five rubies, total 0.27 carats and 1.08 carats. Adjustable length from 39cm to 78cm.The warm purity of a free moving pearl is offset by a red halo of rubies. More gems on tassels add a bright, eye-catching accent to this classic necklace.",NA,NA,V14N06YPT13,"$7,180.00"
triangle-strand-bracelet,Triangle Strand Bracelet,"Paspaley Australian South Sea pearl elastic strand bracelet featuring nineteen 11-12mm triangle pearls, identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.The ultimate expression of femininity, this unique triangle strand shows a woman's individuality. A unique clasp elastic enables you to slip it on a moment's notice.",NA,NA,SBPT1112004,"$8,480.00"
unique-bracelet-white-gold,Unique Bracelet,Paspaley Australian South Sea pearl bracelet featuring one 12mm oval pearl set in 750 white gold.A bold white gold chain links a glowing oval pearl for a modern classic that exudes confidence for everyday wear.,NA,NA,C00B04WPO12,"$6,250.00"
unique-bracelet-yellow-gold,Unique Bracelet,Paspaley Australian South Sea pearl bracelet featuring one 14mm circle pearl set in 750 yellow gold.A unique circle pearl is the centre piece of this bold link bracelet that adds a touch of luxe to a laid back weekend or everyday wear.,NA,NA,C00B04YPC14,"$5,750.00"
unique-charm-bracelet,Unique Charm Bracelet,"Paspaley Australian South Sea pearl bracelet featuring five 11mm oval pearls set in 750 white gold.A sophisticated take on a traditional charm bracelet, this modern classic is a must-have piece that will add a touch of luxury to your everyday look.",NA,NA,C00B03WPO11,"$8,650.00"
unique-circle-charm-bracelet,Unique Circle Charm Bracelet,"Paspaley Australian South Sea pearl bracelet featuring five 12mm circle pearls set in 750 yellow gold.A sophisticated take on a traditional charm bracelet, this modern classic is a must-have piece that will add a touch of luxury to your everyday look.",NA,NA,C00B03YPC12,"$7,850.00"
unique-necklace-white-gold,Unique Necklace,"Paspaley South Sea pearl necklace featuring one 13mm oval pearl set in 750 white gold.This modern classic features a bold white gold chain linking a glowing oval pearl. Worn alone or with a matching bracelet, this design radiates confidence for everyday wear.",NA,NA,C00N06WPO13,"$13,800.00"
unique-necklace,Unique Necklace,Paspaley Australian South Sea pearl necklace featuring one 13mm oval pearl set in 750 yellow gold.An elegant oval pearl contrasts with the bold chain of this contemporary classic. Perfect for smart casual dressing.,NA,NA,C00N06YPO13,"$13,800.00"
white-gold-odyssey-ring,White Gold Odyssey Ring,"Paspaley Australian South Sea pearl ring featuring one 11mm round pearl set in 750 white gold with white diamonds. Ring size 52, this ring can not be resized. Contact the Personal Shopper for other size options.Set to become a Paspaley design icon. This playful ring glides right on, as the perfect round pearl rolls over the skin diamonds catch the sunlight.",NA,NA,S12R02WPR11,"$4,180.00"
white-gold-pod-swirl-clasp,White Gold Pod Swirl Clasp,"Paspaley clasp set in 750 white gold with ninety-six white diamonds, total 0.98 carats.Add a little length and a lot of sparkle to your strand. Unlike a traditional clasp a Diamond Swirl Pod clasp can be worn alongside a pearl clasp or can be stacked in endless combinations using strands, cascades and nitriles.",NA,NA,S12L05W,"$5,980.00"
